361,92,2
362,32,125
363,65,87
364,100,27
365,52,122
366,73,121
367,86,89
368,11,113
369,66,8
370,50,8
371,18,87
372,41,85
373,64,13
374,74,102
375,71,9
376,31,129
377,87,112
378,55,112
379,46,90
380,18,96
381,83,19
382,13,104
383,61,2
384,100,99
385,74,122
386,86,9
387,22,106
388,83,40
389,60,120
390,36,19
391,89,11
392,83,25
393,11,48
394,88,47
395,71,35
396,85,107
397,56,27
398,82,72
399,79,109
400,22,2
401,33,71
402,48,73
403,26,16
404,68,77
405,51,54
406,12,64
407,22,67
408,88,114
409,54,108
410,30,108
411,59,124
412,40,119
413,30,34
414,12,46
415,62,93
416,70,72
417,40,32
418,36,112
419,34,72
420,13,41
421,73,63
422,91,88
423,32,13
424,52,12
425,88,19
426,44,8
427,49,80
428,43,88
429,67,66
430,25,39
431,91,7
432,92,5
433,61,122
434,48,96
435,70,52
436,85,62
437,74,18
438,38,72
439,76,51
440,80,76
441,34,98
442,100,41
443,10,60
444,37,125
445,46,33
446,17,59
447,45,8
448,45,105
449,16,17
450,72,58
451,93,38
452,52,40
453,95,61
454,13,116
455,90,103
456,19,105
457,39,92
458,67,39
459,26,4
460,28,109
461,31,112
462,97,106
463,56,105
464,75,120
465,55,118
466,87,87
467,86,20
468,15,27
469,86,81
470,34,57
471,82,66
472,93,118
473,26,81
474,78,24
475,24,22
476,76,74
477,88,101
478,50,48
479,50,21
480,73,17
481,100,119
482,61,70
483,57,37
484,44,104
485,91,110
486,59,114
487,35,76
488,83,98
489,56,90
490,75,77
491,47,11
492,28,83
493,100,70
494,59,3
495,25,108
496,30,118
497,31,51
498,43,84
499,37,35
500,82,119
